Series Code,Topic,Indicator Name
PRJ.ATT.60UP.1.MF,Attainment,Projection: Percentage of the population age 60+ by highest level of educational attainment. Primary. Total
PRJ.ATT.60UP.2.FE,Attainment,Projection: Percentage of the population age 60+ by highest level of educational attainment. Lower Secondary. Female
PRJ.ATT.60UP.2.MA,Attainment,Projection: Percentage of the population age 60+ by highest level of educational attainment. Lower Secondary. Male
PRJ.ATT.60UP.2.MF,Attainment,Projection: Percentage of the population age 60+ by highest level of educational attainment. Lower Secondary. Total
PRJ.ATT.60UP.3.FE,Attainment,Projection: Percentage of the population age 60+ by highest level of educational attainment. Upper Secondary. Female
PRJ.ATT.60UP.3.MA,Attainment,Projection: Percentage of the population age 60+ by highest level of educational attainment. Upper Secondary. Male
PRJ.ATT.60UP.3.MF,Attainment,Projection: Percentage of the population age 60+ by highest level of educational attainment. Upper Secondary. Total
PRJ.ATT.60UP.4.FE,Attainment,Projection: Percentage of the population age 60+ by highest level of educational attainment. Post Secondary. Female
PRJ.ATT.60UP.4.MA,Attainment,Projection: Percentage of the population age 60+ by highest level of educational attainment. Post Secondary. Male
PRJ.ATT.60UP.4.MF,Attainment,Projection: Percentage of the population age 60+ by highest level of educational attainment. Post Secondary. Total
PRJ.ATT.60UP.NED.FE,Attainment,Projection: Percentage of the population age 60+ by highest level of educational attainment. No Education. Female
PRJ.ATT.60UP.NED.MA,Attainment,Projection: Percentage of the population age 60+ by highest level of educational attainment. No Education. Male
PRJ.ATT.60UP.NED.MF,Attainment,Projection: Percentage of the population age 60+ by highest level of educational attainment. No Education. Total
PRJ.ATT.60UP.S1.FE,Attainment,Projection: Percentage of the population age 60+ by highest level of educational attainment. Incomplete Primary. Female
PRJ.ATT.60UP.S1.MA,Attainment,Projection: Percentage of the population age 60+ by highest level of educational attainment. Incomplete Primary. Male
PRJ.ATT.60UP.S1.MF,Attainment,Projection: Percentage of the population age 60+ by highest level of educational attainment. Incomplete Primary. Total
PRJ.ATT.80UP.1.FE,Attainment,Projection: Percentage of the population age 80+ by highest level of educational attainment. Primary. Female
PRJ.ATT.80UP.1.MA,Attainment,Projection: Percentage of the population age 80+ by highest level of educational attainment. Primary. Male
PRJ.ATT.80UP.1.MF,Attainment,Projection: Percentage of the population age 80+ by highest level of educational attainment. Primary. Total
PRJ.ATT.80UP.2.FE,Attainment,Projection: Percentage of the population age 80+ by highest level of educational attainment. Lower Secondary. Female
PRJ.ATT.80UP.2.MA,Attainment,Projection: Percentage of the population age 80+ by highest level of educational attainment. Lower Secondary. Male
PRJ.ATT.80UP.2.MF,Attainment,Projection: Percentage of the population age 80+ by highest level of educational attainment. Lower Secondary. Total
PRJ.ATT.80UP.3.FE,Attainment,Projection: Percentage of the population age 80+ by highest level of educational attainment. Upper Secondary. Female
PRJ.ATT.80UP.3.MA,Attainment,Projection: Percentage of the population age 80+ by highest level of educational attainment. Upper Secondary. Male
PRJ.ATT.80UP.3.MF,Attainment,Projection: Percentage of the population age 80+ by highest level of educational attainment. Upper Secondary. Total
PRJ.ATT.80UP.4.FE,Attainment,Projection: Percentage of the population age 80+ by highest level of educational attainment. Post Secondary. Female
PRJ.ATT.80UP.4.MA,Attainment,Projection: Percentage of the population age 80+ by highest level of educational attainment. Post Secondary. Male
PRJ.ATT.80UP.4.MF,Attainment,Projection: Percentage of the population age 80+ by highest level of educational attainment. Post Secondary. Total
PRJ.ATT.80UP.NED.FE,Attainment,Projection: Percentage of the population age 80+ by highest level of educational attainment. No Education. Female
PRJ.ATT.80UP.NED.MA,Attainment,Projection: Percentage of the population age 80+ by highest level of educational attainment. No Education. Male
PRJ.ATT.80UP.NED.MF,Attainment,Projection: Percentage of the population age 80+ by highest level of educational attainment. No Education. Total
PRJ.ATT.80UP.S1.FE,Attainment,Projection: Percentage of the population age 80+ by highest level of educational attainment. Incomplete Primary. Female
PRJ.ATT.80UP.S1.MA,Attainment,Projection: Percentage of the population age 80+ by highest level of educational attainment. Incomplete Primary. Male
PRJ.ATT.80UP.S1.MF,Attainment,Projection: Percentage of the population age 80+ by highest level of educational attainment. Incomplete Primary. Total
PRJ.ATT.ALL.1.FE,Attainment,Projection: Percentage of the total population by highest level of educational attainment. Primary. Female
PRJ.ATT.ALL.1.MA,Attainment,Projection: Percentage of the total population by highest level of educational attainment. Primary. Male
PRJ.ATT.ALL.1.MF,Attainment,Projection: Percentage of the total population by highest level of educational attainment. Primary. Total
PRJ.ATT.ALL.2.FE,Attainment,Projection: Percentage of the total population by highest level of educational attainment. Lower Secondary. Female
PRJ.ATT.ALL.2.MA,Attainment,Projection: Percentage of the total population by highest level of educational attainment. Lower Secondary. Male
PRJ.ATT.ALL.2.MF,Attainment,Projection: Percentage of the total population by highest level of educational attainment. Lower Secondary. Total
PRJ.ATT.ALL.3.FE,Attainment,Projection: Percentage of the total population by highest level of educational attainment. Upper Secondary. Female
PRJ.ATT.ALL.3.MA,Attainment,Projection: Percentage of the total population by highest level of educational attainment. Upper Secondary. Male
PRJ.ATT.ALL.3.MF,Attainment,Projection: Percentage of the total population by highest level of educational attainment. Upper Secondary. Total
PRJ.ATT.ALL.4.FE,Attainment,Projection: Percentage of the total population by highest level of educational attainment. Post Secondary. Female
PRJ.ATT.ALL.4.MA,Attainment,Projection: Percentage of the total population by highest level of educational attainment. Post Secondary. Male
PRJ.ATT.ALL.4.MF,Attainment,Projection: Percentage of the total population by highest level of educational attainment. Post Secondary. Total
PRJ.ATT.ALL.NED.FE,Attainment,Projection: Percentage of the total population by highest level of educational attainment. No Education. Female
PRJ.ATT.ALL.NED.MA,Attainment,Projection: Percentage of the total population by highest level of educational attainment. No Education. Male
PRJ.ATT.ALL.NED.MF,Attainment,Projection: Percentage of the total population by highest level of educational attainment. No Education. Total
PRJ.ATT.ALL.S1.FE,Attainment,Projection: Percentage of the total population by highest level of educational attainment. Incomplete Primary. Female
PRJ.ATT.ALL.S1.MA,Attainment,Projection: Percentage of the total population by highest level of educational attainment. Incomplete Primary. Male
PRJ.ATT.ALL.S1.MF,Attainment,Projection: Percentage of the total population by highest level of educational attainment. Incomplete Primary. Total
PRJ.MYS.0T19.FE,Attainment,Projection: Mean years of schooling. Age 0-19. Female
PRJ.MYS.0T19.MA,Attainment,Projection: Mean years of schooling. Age 0-19. Male
PRJ.MYS.0T19.MF,Attainment,Projection: Mean years of schooling. Age 0-19. Total
PRJ.MYS.1519.FE,Attainment,Projection: Mean years of schooling. Age 15-19. Female
PRJ.MYS.1519.MA,Attainment,Projection: Mean years of schooling. Age 15-19. Male
PRJ.MYS.1519.MF,Attainment,Projection: Mean years of schooling. Age 15-19. Total
PRJ.MYS.15UP.FE,Attainment,Projection: Mean years of schooling. Age 15+. Female
PRJ.MYS.15UP.GPI,Attainment,Projection: Mean Years of Schooling. Age 15+. Gender Gap
PRJ.MYS.15UP.MA,Attainment,Projection: Mean years of schooling. Age 15+. Male
PRJ.MYS.15UP.MF,Attainment,Projection: Mean years of schooling. Age 15+. Total
PRJ.MYS.2024.FE,Attainment,Projection: Mean years of schooling. Age 20-24. Female
PRJ.MYS.2024.MA,Attainment,Projection: Mean years of schooling. Age 20-24. Male
PRJ.MYS.2024.MF,Attainment,Projection: Mean years of schooling. Age 20-24. Total
PRJ.MYS.2039.FE,Attainment,Projection: Mean years of schooling. Age 20-39. Female
PRJ.MYS.2039.MA,Attainment,Projection: Mean years of schooling. Age 20-39. Male
PRJ.MYS.2039.MF,Attainment,Projection: Mean years of schooling. Age 20-39. Total
PRJ.MYS.2064.FE,Attainment,Projection: Mean years of schooling. Age 20-64. Female
PRJ.MYS.2064.MA,Attainment,Projection: Mean years of schooling. Age 20-64. Male
PRJ.MYS.2064.MF,Attainment,Projection: Mean years of schooling. Age 20-64. Total
PRJ.MYS.2529.FE,Attainment,Projection: Mean years of schooling. Age 25-29. Female
PRJ.MYS.2529.MA,Attainment,Projection: Mean years of schooling. Age 25-29. Male
PRJ.MYS.2529.MF,Attainment,Projection: Mean years of schooling. Age 25-29. Total
PRJ.MYS.25UP.FE,Attainment,Projection: Mean years of schooling. Age 25+. Female
PRJ.MYS.25UP.GPI,Attainment,Projection: Mean Years of Schooling. Age 25+. Gender Gap
PRJ.MYS.25UP.MA,Attainment,Projection: Mean years of schooling. Age 25+. Male
PRJ.MYS.25UP.MF,Attainment,Projection: Mean years of schooling. Age 25+. Total
PRJ.MYS.4064.FE,Attainment,Projection: Mean years of schooling. Age 40-64. Female
PRJ.MYS.4064.MA,Attainment,Projection: Mean years of schooling. Age 40-64. Male
PRJ.MYS.4064.MF,Attainment,Projection: Mean years of schooling. Age 40-64. Total
PRJ.MYS.60UP.FE,Attainment,Projection: Mean years of schooling. Age 60+. Female
PRJ.MYS.60UP.MA,Attainment,Projection: Mean years of schooling. Age 60+. Male
PRJ.MYS.60UP.MF,Attainment,Projection: Mean years of schooling. Age 60+. Total
PRJ.MYS.65UP.FE,Attainment,Projection: Mean years of schooling. Age 65+. Female
PRJ.MYS.65UP.MA,Attainment,Projection: Mean years of schooling. Age 65+. Male
PRJ.MYS.65UP.MF,Attainment,Projection: Mean years of schooling. Age 65+. Total
PRJ.MYS.80UP.FE,Attainment,Projection: Mean years of schooling. Age 80+. Female
PRJ.MYS.80UP.MA,Attainment,Projection: Mean years of schooling. Age 80+. Male
PRJ.MYS.80UP.MF,Attainment,Projection: Mean years of schooling. Age 80+. Total
PRJ.POP.1519.1.FE,Attainment,Projection: Population age 15-19 in thousands by highest level of educational attainment. Primary. Female
PRJ.POP.1519.1.MA,Attainment,Projection: Population age 15-19 in thousands by highest level of educational attainment. Primary. Male
PRJ.POP.1519.1.MF,Attainment,Projection: Population age 15-19 in thousands by highest level of educational attainment. Primary. Total
PRJ.POP.1519.2.FE,Attainment,Projection: Population age 15-19 in thousands by highest level of educational attainment. Lower Secondary. Female
PRJ.POP.1519.2.MA,Attainment,Projection: Population age 15-19 in thousands by highest level of educational attainment. Lower Secondary. Male
PRJ.POP.1519.2.MF,Attainment,Projection: Population age 15-19 in thousands by highest level of educational attainment. Lower Secondary. Total
PRJ.POP.1519.3.FE,Attainment,Projection: Population age 15-19 in thousands by highest level of educational attainment. Upper Secondary. Female
PRJ.POP.1519.3.MA,Attainment,Projection: Population age 15-19 in thousands by highest level of educational attainment. Upper Secondary. Male
PRJ.POP.1519.3.MF,Attainment,Projection: Population age 15-19 in thousands by highest level of educational attainment. Upper Secondary. Total
PRJ.POP.1519.4.FE,Attainment,Projection: Population age 15-19 in thousands by highest level of educational attainment. Post Secondary. Female
PRJ.POP.1519.4.MA,Attainment,Projection: Population age 15-19 in thousands by highest level of educational attainment. Post Secondary. Male
PRJ.POP.1519.4.MF,Attainment,Projection: Population age 15-19 in thousands by highest level of educational attainment. Post Secondary. Total
PRJ.POP.1519.NED.FE,Attainment,Projection: Population age 15-19 in thousands by highest level of educational attainment. No Education. Female
PRJ.POP.1519.NED.MA,Attainment,Projection: Population age 15-19 in thousands by highest level of educational attainment. No Education. Male
PRJ.POP.1519.NED.MF,Attainment,Projection: Population age 15-19 in thousands by highest level of educational attainment. No Education. Total
PRJ.POP.1519.S1.FE,Attainment,Projection: Population age 15-19 in thousands by highest level of educational attainment. Incomplete Primary. Female
PRJ.POP.1519.S1.MA,Attainment,Projection: Population age 15-19 in thousands by highest level of educational attainment. Incomplete Primary. Male
